"C57BL6_0dpi_rep1","C57BL6_0dpi_rep2","C57BL6_1stInf_5dpi_rep1","C57BL6_1stInf_5dpi_rep2","C57BL6_2ndInf_5dpi_rep1","NMRI_1stInf_3dpi_rep1","NMRI_1stInf_3dpi_rep2","NMRI_1stInf_5dpi_rep1","NMRI_1stInf_5dpi_rep2","NMRI_1stInf_5dpi_rep3","NMRI_1stInf_7dpi_rep1","NMRI_1stInf_7dpi_rep2","NMRI_2ndInf_0dpi_rep1","NMRI_2ndInf_0dpi_rep2","NMRI_2ndInf_3dpi_rep2","NMRI_2ndInf_5dpi_rep1","NMRI_2ndInf_7dpi_rep1","NMRI_2ndInf_7dpi_rep2","Rag_0dpi_rep1","Rag_0dpi_rep2","Rag_1stInf_5dpi_rep1","Rag_1stInf_5dpi_rep2","Rag_2ndInf_5dpi_rep1"
"ENSMUSG00000025171",157,190,203,119,239,510,1082,650,781,688,64,411,530,282,424,1499,267,415,152,287,263,201,211
"ENSMUSG00000025172",0,0,3,0,0,4,11,5,0,9,0,4,8,2,0,5,2,2,0,0,1,0,0
"ENSMUSG00000025173",1833,2874,2090,585,1852,8597,18033,5651,13393,11991,522,4171,11144,3218,3666,21484,3939,5160,1506,2561,2414,1980,3570
"ENSMUSG00000025175",13,35,1,0,7,10,12,6,10,0,0,6,69,43,8,9,19,25,1,5,0,0,3
"ENSMUSG00000025176",361,640,293,79,525,1170,1285,259,1145,430,0,66,1898,586,718,1690,110,1305,367,976,568,386,1018
"ENSMUSG00000025178",1028,1335,1469,688,1814,5781,13350,4722,8787,7055,277,2542,5519,1887,2979,14561,2713,3038,748,1490,1760,1145,2049
"ENSMUSG00000025184",769,1038,1069,552,908,3496,7873,3467,4681,6164,215,1806,4529,1555,1453,10585,1587,2142,637,1302,1082,901,1251
"ENSMUSG00000025185",1,3,1,0,0,0,47,45,29,27,7,91,41,22,14,61,25,7,0,0,0,0,3
"ENSMUSG00000025188",2853,3866,2388,694,2929,7305,18002,5464,11451,7549,315,2517,12735,4382,5090,20422,3742,6218,1830,3044,2331,1860,2893
"ENSMUSG00000025189",88,174,170,28,160,906,2069,199,1183,448,10,71,653,218,349,1238,279,361,105,189,209,171,366
"ENSMUSG00000025190",2500,3433,6054,1940,6388,21672,63042,18970,39059,34016,1547,12965,14703,5206,10679,75051,14363,8557,3367,5926,8515,5041,9383
"ENSMUSG00000025192",456,617,592,164,558,2617,6515,2066,3914,3094,144,1614,3407,730,1321,6587,1391,1019,325,740,725,620,922
"ENSMUSG00000025193",448,805,773,185,870,2425,5707,2725,3452,4036,148,1167,2626,858,1021,5220,1504,1121,528,716,705,505,943
"ENSMUSG00000025194",84,141,36,14,6,200,160,52,24,271,9,42,139,19,13,202,19,17,16,76,8,13,13
"ENSMUSG00000025195",2908,4804,2541,2206,1719,7830,17466,6507,8990,8400,242,2313,11380,4110,3804,19219,2641,5488,1801,4099,2597,2597,3007
"ENSMUSG00000025196",1793,4996,4204,4031,1508,3067,16903,3045,2097,2856,38,197,7333,5632,1691,7456,1138,2647,1414,3365,1521,1828,1010
"ENSMUSG00000025197",8,18,8,8,7,92,448,158,115,166,2,17,185,88,50,274,8,86,5,16,7,9,7
"ENSMUSG00000025198",3718,7266,4614,2732,2209,11881,38458,11374,20443,17517,350,2329,20143,5226,4467,28086,3011,8124,2590,5127,3818,3297,4599
"ENSMUSG00000025199",6113,10267,6955,5109,3919,28605,70722,23716,40788,50337,1374,10750,37213,9503,8111,67749,7651,12914,3685,7822,6870,5269,10644
"ENSMUSG00000025200",369,529,460,84,603,2155,4041,968,2684,2338,78,993,1985,584,1044,4600,1028,956,385,502,535,440,905
"ENSMUSG00000025201",1,0,0,0,0,17,43,14,30,18,6,12,21,1,0,70,0,2,0,0,0,0,0
"ENSMUSG00000025202",3,3,1,0,1,4,42,2,36,15,0,0,8,4,3,30,10,4,2,2,2,2,2
"ENSMUSG00000025203",20485,21938,11199,4399,13029,101451,149897,21554,179708,57130,2401,26899,108451,25482,40689,323210,31756,29312,11139,18113,23860,28552,23835
"ENSMUSG00000025204",26277,36364,29645,10701,31147,80732,219438,83534,132785,110201,2846,27066,116616,45314,53655,221074,37358,64832,23164,42352,34118,25917,34528
"ENSMUSG00000025207",40353,52529,23826,7722,15915,102554,258504,47540,169361,60297,1636,15336,192444,58076,65578,267621,29918,76822,18286,44629,17279,20969,25567
"ENSMUSG00000025208",1924,2424,1722,829,2045,5573,14885,5565,9585,7567,316,2817,7979,2964,3874,16784,3245,3629,1506,2633,2221,1750,2279
"ENSMUSG00000025209",748,1104,800,111,988,3469,7533,1568,5414,3503,138,1359,4673,1079,1818,7735,1664,1667,528,829,847,637,1431
"ENSMUSG00000025212",1358,1711,591,455,412,1815,4745,561,3704,1376,89,527,5948,1569,1160,8690,947,2271,427,704,364,210,487
"ENSMUSG00000025213",211,272,58,34,63,222,523,35,450,84,0,21,793,253,179,865,110,389,73,135,24,42,79
"ENSMUSG00000025215",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025216",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0
"ENSMUSG00000025217",835,1207,643,331,557,1731,3816,927,2419,1833,106,767,3256,1156,848,5111,941,1316,494,956,565,528,814
"ENSMUSG00000025218",365,569,460,117,651,1197,3282,1092,2159,1795,70,735,2001,658,887,4436,874,943,345,577,396,324,519
"ENSMUSG00000025219",0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025220",3361,5193,4170,1633,2742,14182,34319,11811,21667,25172,1045,7373,21429,5427,4665,47501,6837,7227,2614,4588,3807,3074,5979
"ENSMUSG00000025221",8,19,3,12,17,17,101,43,45,212,0,63,39,75,54,315,47,78,0,3,4,3,5
"ENSMUSG00000025223",3580,5533,3349,1099,4591,12094,27699,7804,15342,15401,729,8496,18380,7526,12060,40996,11242,10611,2573,4046,3050,2636,4142
"ENSMUSG00000025224",9606,15109,10067,4978,7367,34805,88795,29668,55848,41374,1503,13924,52269,14958,16711,106244,13907,20002,7153,15384,11765,9706,13586
"ENSMUSG00000025225",1949,2151,5046,958,4574,8012,28882,10884,17969,18116,1145,8162,8593,3238,6214,34838,8440,5796,1196,2774,3361,1820,4233
"ENSMUSG00000025226",261,349,224,77,292,610,1877,728,1074,520,34,342,891,463,640,2251,437,576,161,436,278,236,269
"ENSMUSG00000025227",1359,1743,959,473,1133,3101,7268,2045,4504,2412,192,1653,6120,1999,2164,8162,1694,1934,1085,1950,1132,1156,1318
"ENSMUSG00000025228",6840,9458,7173,3027,7570,25440,57628,21890,36002,35227,1443,12282,31273,11180,13186,69738,12144,16651,5327,10700,9341,7440,10740
"ENSMUSG00000025229",4,1,1,0,2,0,12,0,0,0,0,1,0,1,0,5,2,2,0,0,0,5,1
"ENSMUSG00000025231",747,919,609,168,657,2678,6051,1651,3654,3076,179,1721,3352,1213,1646,8950,1679,1766,444,771,659,561,1006
"ENSMUSG00000025232",5384,7271,3798,1147,4374,12975,28562,8227,20015,15217,571,4709,24779,7552,7388,33973,6132,8179,3881,5916,5163,3820,5414
"ENSMUSG00000025234",3717,4863,4960,2432,3474,21710,49023,19153,37012,39211,1651,11995,26235,5668,7184,67743,8620,9220,2458,4762,5600,3660,7850
"ENSMUSG00000025235",214,364,238,71,188,1038,2032,683,1320,1583,60,403,1338,364,365,2982,465,672,127,258,244,166,293
"ENSMUSG00000025236",336,770,863,81,896,3138,7548,1487,4412,4489,203,1574,2766,644,1475,6484,1532,1318,355,501,843,565,1464
"ENSMUSG00000025237",1525,2082,1496,973,1111,5351,13094,4782,8436,8079,280,2432,9626,2912,2983,16975,2346,3826,1078,1853,1175,1198,1642
"ENSMUSG00000025239",2648,3637,2563,700,3012,10399,23672,6733,15069,12756,576,5279,13578,3842,5061,28954,5149,6064,1640,3560,3262,2633,4725
"ENSMUSG00000025240",2082,3186,2132,936,1487,12642,24098,8149,20674,19708,623,5106,17341,3444,3727,37765,3735,5161,1680,2487,2537,2039,3865
"ENSMUSG00000025241",2427,3506,2118,705,1289,9091,20802,6294,13736,10413,411,3140,15776,3890,3534,23454,2915,4938,1203,2122,1801,1605,2830
"ENSMUSG00000025243",9,13,4,3,7,68,114,30,60,125,0,9,63,8,13,195,12,13,9,4,2,3,11
"ENSMUSG00000025245",767,1186,757,306,662,4395,9247,2858,7248,7496,344,2434,8237,1711,1576,13325,1748,2445,504,709,651,589,1307
"ENSMUSG00000025246",3994,5435,4912,1680,3297,23376,48040,16684,32241,34643,860,7605,24669,6038,7086,59646,7385,9329,2944,5299,6415,4273,7873
"ENSMUSG00000025255",4,0,0,0,0,4,6,4,0,0,0,15,4,22,0,14,2,0,2,2,0,0,0
"ENSMUSG00000025257",104,156,87,55,148,370,795,214,512,403,14,96,598,157,190,1048,187,194,107,112,91,75,154
"ENSMUSG00000025260",4756,6692,4162,998,5914,14940,33505,7300,21938,17397,350,2773,24543,7515,8369,33193,7281,11290,3641,5832,4824,3394,5985
"ENSMUSG00000025261",14295,22604,16743,2596,9733,84895,175680,35344,118711,84557,3863,30292,105132,20358,24353,203836,26960,33202,9665,18813,20310,14317,29594
"ENSMUSG00000025262",223,363,170,36,115,923,1713,303,1453,903,31,304,1816,487,417,2422,281,489,104,193,152,145,259
"ENSMUSG00000025264",916,1627,1345,185,2089,5473,11232,2124,7472,6725,249,2089,6278,1910,2886,10154,2657,2800,785,917,1495,1140,2378
"ENSMUSG00000025265",454,613,197,44,318,836,1719,71,862,305,3,132,2208,541,452,1556,389,742,140,143,102,83,170
"ENSMUSG00000025266",1425,2213,1560,373,1063,8435,18437,4118,12731,11354,412,3704,12392,3041,3114,20776,3388,4393,894,1780,1778,1310,2547
"ENSMUSG00000025268",458,752,329,68,560,1012,3300,243,1845,1037,56,204,3521,930,748,2775,770,1257,229,265,175,166,443
"ENSMUSG00000025269",376,561,605,170,821,2544,5209,1966,3447,3852,159,1769,2243,630,1154,7292,1534,1081,309,671,780,618,1144
"ENSMUSG00000025270",106,35,22,90,118,110,383,152,198,1359,5,305,303,189,132,1717,284,55,13,22,25,26,37
"ENSMUSG00000025271",83,125,120,12,132,615,1397,423,712,988,51,511,489,142,217,1421,310,274,87,76,143,102,213
"ENSMUSG00000025272",0,1,0,1,0,1,14,2,5,20,0,0,9,3,5,37,8,14,0,0,0,0,1
"ENSMUSG00000025277",3495,6070,4374,2653,2513,9329,27174,10569,11534,14851,274,2199,14532,6175,4129,25323,2577,8892,2944,6755,3788,2762,3596
"ENSMUSG00000025278",21964,30022,28002,7858,15682,89381,254592,165945,125875,217788,7706,55858,127998,39832,36915,273800,34534,43243,13955,37608,47155,29594,34735
"ENSMUSG00000025279",10,8,89,26,71,562,990,402,784,1877,192,604,74,73,287,1744,618,205,26,27,77,43,84
"ENSMUSG00000025280",679,1280,1172,186,924,4627,9994,3019,5914,6177,291,2209,4711,1339,1955,11588,2245,2384,629,945,1133,930,1736
"ENSMUSG00000025283",20236,23374,17160,8136,12197,53378,115015,67431,87083,114163,3192,21606,125992,36015,25928,189988,20896,51989,15177,33349,17451,16460,20671
"ENSMUSG00000025287",951,1328,2066,745,1342,6611,15692,17713,9255,26513,830,5524,7066,2684,2149,24790,3294,3358,1138,2250,3011,2112,2476
"ENSMUSG00000025288",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025289",504,1142,1153,154,1864,4696,9244,2235,5668,5197,175,1556,5655,1408,2421,9606,2374,2802,1138,1403,1983,1344,2782
"ENSMUSG00000025290",20404,31003,27622,4788,44275,125348,241797,93407,173576,235658,7739,67718,161143,40893,58026,307696,56230,61344,18514,29392,31804,23132,41540
"ENSMUSG00000025314",1967,3077,2703,1226,1570,8966,23363,10136,12247,18416,437,4200,11967,3477,3176,29311,3415,4857,1398,3363,2837,2366,3437
"ENSMUSG00000025321",3,21,10,1,2,18,21,18,30,132,2,33,27,10,4,202,53,13,4,25,12,4,23
"ENSMUSG00000025323",358,448,216,102,99,893,2122,572,1361,2845,98,799,1913,497,339,5038,705,702,97,220,118,87,223
"ENSMUSG00000025324",2,3,53,11,42,206,707,512,358,3287,154,1097,88,98,199,3957,836,214,9,16,29,11,36
"ENSMUSG00000025326",2171,3252,2784,1058,1770,17847,38110,9393,27267,25241,1049,7945,22493,3446,4036,46794,4381,5619,1570,3059,2802,1972,5134
"ENSMUSG00000025328",1,1,2,0,0,0,2,0,0,0,0,1,0,1,1,13,1,4,1,0,1,1,0
"ENSMUSG00000025329",3,3,4,0,1,2,9,8,4,9,0,13,19,6,9,28,5,5,0,1,0,0,5
"ENSMUSG00000025330",7,9,117,25,31,297,60,118,651,211,139,86,91,148,207,4123,31,8,3,2,26,10,29
"ENSMUSG00000025332",13244,18981,15515,5448,12508,47177,138997,58900,77384,69492,3064,27325,70093,22732,26400,153137,22653,31002,9784,23225,17166,14096,18827
"ENSMUSG00000025333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000025337",5781,9164,7371,4418,6189,16610,44638,15740,24067,27699,937,7896,28384,10882,9651,44849,8112,15263,4785,7622,6255,5067,6557
"ENSMUSG00000025340",2208,3367,2234,1716,1987,7515,16874,7047,10373,12516,712,4068,11321,4023,3663,21467,3099,4861,1545,3606,2278,2251,2657
"ENSMUSG00000025347",16070,20922,8312,8121,8063,21593,62931,18047,36247,18614,373,2794,54130,25426,12665,65825,5857,25237,9665,23792,7068,8332,6780
"ENSMUSG00000025348",1931,2335,893,625,954,4720,8841,1623,5818,1491,97,422,9958,2575,2381,8550,946,3568,1356,2777,1137,1407,1460
"ENSMUSG00000025350",1672,2355,1657,657,2009,4245,12093,4162,6112,6038,136,1404,7579,2902,3208,11524,2060,3950,1428,2359,1787,1361,1792
"ENSMUSG00000025351",15574,23022,14640,6426,16697,46819,117915,39868,68430,52487,2351,12517,82268,26629,23633,106451,17097,36734,14735,19544,15752,11026,18170
"ENSMUSG00000025352",24,46,45,10,55,167,473,161,252,364,14,165,334,115,180,1165,203,145,16,34,25,37,66
"ENSMUSG00000025353",1921,2931,2214,1064,2152,9072,18432,6953,14226,12661,374,3200,12654,3532,3997,23314,3588,5418,1762,2759,2495,2045,3289
"ENSMUSG00000025354",2289,3192,2435,1270,2126,8020,19902,7804,12597,11532,416,3182,11133,4165,4156,23949,3439,5628,1859,3354,2629,2160,2826
"ENSMUSG00000025355",1,3,5,2,5,14,15,39,37,171,33,51,16,9,11,192,46,13,1,4,1,2,5
"ENSMUSG00000025357",6990,10600,11343,5219,6922,34875,91547,64366,46095,79190,1503,12256,37248,15513,14193,103483,11348,23004,5954,14585,11144,9403,8960
"ENSMUSG00000025358",831,1502,1037,275,1181,5836,11054,2334,6027,7283,288,2820,6354,1561,2990,11330,2829,2892,819,1218,1345,1129,2221
"ENSMUSG00000025359",74,103,90,28,81,286,757,247,334,374,27,113,484,122,108,833,112,178,85,132,74,77,141
"ENSMUSG00000025362",17928,27713,20974,3320,25490,59106,171539,52324,90147,100354,3615,41771,97688,32201,48563,153926,50014,52097,12030,23461,24318,18785,32423
"ENSMUSG00000025364",6800,11353,12263,2189,19057,61275,121693,32289,84632,98573,3528,32710,47932,11920,22926,127376,30115,21664,7473,10946,17363,10898,23843
"ENSMUSG00000025366",3993,6084,6365,3980,4971,15995,56640,36501,29100,51503,2137,16008,19368,7605,11674,80328,14070,11412,3440,8601,7136,4821,6637
"ENSMUSG00000025369",6532,9456,7719,2703,6502,24199,59690,19076,35637,28607,938,8890,31204,9952,12953,67405,10679,14840,5723,9467,8343,6571,9676
"ENSMUSG00000025370",0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000025371",5097,7278,5367,1868,7389,15986,35821,16267,22269,20379,605,6131,18508,8749,9908,41187,7496,12036,5471,10686,8072,6069,7497
"ENSMUSG00000025372",804,1725,1278,440,1189,3378,9031,4391,3251,6967,412,3420,4015,2344,2314,10649,2998,2344,743,1882,1511,1131,1681
"ENSMUSG00000025373",993,1370,829,404,976,3131,6813,2735,4688,4483,245,1871,4518,1587,2055,9391,1620,2150,558,1192,1029,836,1274
"ENSMUSG00000025374",4977,6806,5755,2750,6981,18058,40749,13947,26320,25468,965,9477,19159,8436,12139,50049,10523,11038,5747,8186,7921,6415,7406
"ENSMUSG00000025375",8,30,22,0,22,44,220,97,40,92,41,56,98,58,177,245,118,61,7,36,26,20,11
"ENSMUSG00000025377",1583,2222,1935,611,1650,6013,15736,8283,10106,7297,343,2626,7611,2801,4433,20367,2639,4079,1013,2771,1849,1745,2327
"ENSMUSG00000025380",5,2,15,1,3,13,62,22,30,23,1,8,11,5,8,25,8,7,4,3,7,8,12
"ENSMUSG00000025381",2206,3103,1959,651,3051,5068,10202,2577,7806,5579,180,1859,9038,2959,3297,12885,2670,3905,1858,2722,2086,1635,2629
"ENSMUSG00000025383",2,4,127,28,67,15,100,21,54,25,42,84,19,30,14,309,32,13,4,6,9,10,20
"ENSMUSG00000025384",1926,2499,2469,509,2873,6468,17656,3482,9777,6249,348,2449,8600,2582,3997,14406,3432,3320,1191,2385,2454,2053,3302
"ENSMUSG00000025386",28,30,31,10,27,61,102,53,145,75,0,33,104,24,62,170,36,45,3,13,16,6,15
"ENSMUSG00000025389",0,0,0,0,0,0,3,0,0,0,0,0,2,3,2,0,0,1,0,0,1,0,0
"ENSMUSG00000025393",224760,317621,273167,82018,318871,912795,2159070,877007,1412005,1414832,35519,297125,1151233,369396,460474,2443397,384158,557377,196123,357213,341563,238167,366959
"ENSMUSG00000025395",748,1605,1623,247,2169,8626,16284,3373,9845,13375,406,4106,8339,1856,4178,18393,4238,3415,1272,1250,1933,1374,3098
"ENSMUSG00000025396",0,0,2,0,2,0,5,4,0,3,0,2,4,0,0,7,0,1,2,1,1,2,0
"ENSMUSG00000025400",0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0
"ENSMUSG00000025401",33576,53865,47421,20830,41537,153560,380405,194793,238866,216149,5260,41812,150673,63799,69669,446449,45127,99032,35518,90261,56170,44857,52653
"ENSMUSG00000025402",52,70,218,82,239,375,1594,665,907,1782,182,1090,362,185,489,4359,1277,494,29,27,104,33,176
"ENSMUSG00000025403",1091,1967,2561,346,4678,10819,24252,6366,14663,15139,916,9009,6390,2384,6231,25602,7957,4269,1738,2320,4034,2841,6206
"ENSMUSG00000025404",8456,11024,8485,3938,7849,27594,71596,22596,38953,35694,1343,10356,40970,13116,13929,83687,11456,15839,7045,11245,9120,6681,10081
"ENSMUSG00000025405",1,2,2,0,1,4,5,0,2,0,0,0,10,3,1,0,2,1,0,0,0,0,2
"ENSMUSG00000025407",2,5,3,3,1,7,42,2,21,12,0,10,9,17,8,79,6,3,0,3,1,1,1
"ENSMUSG00000025408",490,559,559,486,619,1684,4674,1919,3077,2969,240,1648,3933,1079,1330,8193,1616,1667,280,630,344,324,553
"ENSMUSG00000025409",4027,5130,4113,1694,3607,13642,34751,12617,19416,12116,608,6135,17844,5429,8885,39403,5796,7153,2982,6447,4435,4426,5597
"ENSMUSG00000025410",6960,9688,7178,2683,9413,23788,56600,23428,33637,35181,1271,11016,33265,12389,14702,70033,12180,17236,5014,10839,8400,6453,9646
"ENSMUSG00000025413",3056,4632,3128,1434,3587,9992,22579,7522,13664,14354,420,5242,14446,5816,6988,25040,5979,7287,2420,4197,3249,3264,4335
"ENSMUSG00000025417",3307,4784,2845,1525,2469,10724,27507,10909,15786,16586,604,5070,16362,6122,5557,30921,4578,7578,2197,4732,3391,2715,3772
"ENSMUSG00000025418",0,0,0,0,0,0,0,0,2,3,0,0,0,5,0,12,0,0,0,0,1,0,0
"ENSMUSG00000025420",28,43,21,11,28,52,223,9,114,78,6,56,130,41,40,165,56,49,12,6,5,14,19
"ENSMUSG00000025421",2867,4174,2968,1118,2917,9586,23791,8166,16841,14031,335,3601,15024,4584,5374,27217,4424,6552,2106,3566,2858,2466,3599
"ENSMUSG00000025422",17,27,52,66,159,296,1365,904,554,2826,229,1666,373,544,651,7721,1669,797,22,61,29,18,39
"ENSMUSG00000025423",969,1522,1151,368,875,6738,12909,2530,9322,7688,236,2160,7543,1445,1839,14201,2016,2518,743,1020,1060,728,2032
"ENSMUSG00000025425",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,26,41,8,31,18
"ENSMUSG00000025427",3,2,2,0,2,36,111,37,39,94,0,5,1,24,20,202,56,40,1,6,5,3,3
"ENSMUSG00000025428",136572,196129,153707,47157,165214,530965,1295248,490501,836833,729356,21551,174094,717917,217005,243191,1445831,208959,319109,114831,204531,188415,135153,218451
"ENSMUSG00000025429",737,1162,598,456,301,2427,7338,2855,3149,4780,186,897,4045,1734,1084,7395,725,1538,384,950,565,506,614
"ENSMUSG00000025431",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000025432",211,366,375,81,350,1130,4479,1624,615,1775,203,1245,1458,1313,662,1548,587,614,369,590,651,387,943
"ENSMUSG00000025433",0,0,0,0,0,0,23,0,0,2,0,0,13,5,6,13,7,0,0,0,0,0,0
"ENSMUSG00000025436",124,227,168,23,282,941,2163,392,1328,917,35,488,1030,344,518,1833,540,501,134,191,225,162,281
"ENSMUSG00000025437",7928,10836,4361,1915,2869,20817,40983,12012,32703,20925,567,5179,48594,9691,7493,57012,5756,14577,3115,6240,3902,3858,6079
"ENSMUSG00000025439",2707,4047,2810,827,4122,12622,27125,5201,18650,15541,617,5666,18250,4523,5665,29318,6668,6687,1980,2624,2947,2263,4424
"ENSMUSG00000025450",73,106,62,36,20,326,650,234,460,349,11,127,760,116,160,1091,168,179,54,82,41,56,82
"ENSMUSG00000025451",1685,2622,2206,802,2406,10380,20562,6875,15556,17233,479,4054,15182,3098,3462,27887,3858,4593,1417,2138,1993,1537,3684
"ENSMUSG00000025453",2401,4306,2079,512,1813,6318,13774,1749,8249,5222,238,1584,14379,2838,2556,13911,2132,3953,575,833,831,688,1364
"ENSMUSG00000025461",2,4,13,11,30,7,49,26,34,120,32,66,33,28,45,492,108,34,9,9,6,11,3
"ENSMUSG00000025464",455,538,487,194,722,2496,5609,1188,3575,2135,162,1243,2341,621,1201,5666,1246,1136,418,589,599,459,887
"ENSMUSG00000025465",18874,25595,14748,6096,16226,51244,120408,26645,88036,51327,1744,14459,97225,27191,26332,146004,20577,36713,13491,22552,16290,13533,19927
"ENSMUSG00000025466",4432,6067,4999,2031,6864,13752,33613,15219,21381,19001,442,3911,20460,8636,9686,39609,6987,11747,4226,8455,5736,4538,5903
"ENSMUSG00000025467",814,1158,1339,1209,844,2176,6335,3623,3310,3110,99,865,3371,1814,1737,9971,741,2766,1483,3446,1269,1478,996
"ENSMUSG00000025468",0,0,5,0,0,4,10,0,2,0,0,5,0,0,4,3,3,4,0,2,1,2,2
"ENSMUSG00000025469",0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
"ENSMUSG00000025470",431,574,601,187,707,1878,5199,1821,3102,2978,116,1187,2162,864,1343,5583,1477,1272,413,586,697,508,817
"ENSMUSG00000025473",49,96,725,132,533,1527,3653,2655,1848,5572,1440,6137,608,455,1031,11581,2500,693,132,220,464,264,907
"ENSMUSG00000025474",522,1187,1170,184,1773,5623,11152,2687,5696,6461,264,2497,3855,1222,2312,11966,2830,2343,943,1203,1513,1053,2456
"ENSMUSG00000025475",0,1,1,0,0,12,153,18,2,56,6,74,7,12,2,11,1,5,0,0,0,0,0
"ENSMUSG00000025477",2523,3775,2291,964,1968,8412,21702,7008,11313,10785,625,4074,13695,4107,3261,19644,3055,4273,1688,3278,2639,1874,3364
"ENSMUSG00000025478",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18,6,0,0,2,0,4,1
"ENSMUSG00000025479",8,7,7,2,8,2,16,6,17,19,0,5,11,3,14,16,12,8,6,13,7,4,5
"ENSMUSG00000025480",0,5,4,0,0,35,104,14,85,29,3,19,8,2,29,173,22,27,6,2,2,2,1
"ENSMUSG00000025481",1407,1908,2041,611,2319,5015,12763,7684,8214,9153,363,2465,6197,2578,4208,14679,2782,3363,1592,3259,3326,2478,3173
"ENSMUSG00000025482",0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0
"ENSMUSG00000025484",577,794,619,280,701,2011,5367,2128,2661,3209,151,973,3080,1142,1330,5533,1100,1585,464,982,701,590,847
"ENSMUSG00000025485",6292,9671,7254,2716,8074,22944,55508,26565,32655,37094,1748,14524,28598,11527,13765,67695,12844,15845,5217,11373,9057,7088,10925
"ENSMUSG00000025486",1104,1362,754,243,807,2968,6530,2017,4491,2844,132,1130,5829,1683,1904,10293,1535,2394,530,889,564,512,806
"ENSMUSG00000025487",9435,13746,13820,4679,22326,55183,121612,55364,80065,95691,3265,29212,55072,16890,25466,154964,27907,29653,9029,17813,18114,13073,21788
"ENSMUSG00000025488",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0
"ENSMUSG00000025489",6,11,10,1,6,24,67,30,28,39,6,20,41,14,28,81,13,17,1,6,4,6,6
"ENSMUSG00000025491",18,23,351,63,188,548,4009,5401,712,7422,1010,4757,427,541,698,7603,2130,664,13,67,102,109,117
"ENSMUSG00000025492",769,2163,7570,899,11010,25631,60835,32273,31804,40574,1584,13618,9571,3778,16481,54120,17541,12317,5251,4874,10800,6167,15068
"ENSMUSG00000025494",1664,2193,1700,987,1653,4138,12135,4433,7057,5275,203,1633,6688,2971,2849,12743,2162,3193,1386,2840,1649,1701,1761
"ENSMUSG00000025495",2282,3103,1716,809,1889,6891,16704,6441,11144,7880,243,2881,11068,3827,3754,23296,3193,5023,1471,3007,2113,1880,2381
"ENSMUSG00000025496",7,24,11,4,9,35,53,2,17,5,1,5,44,10,11,16,5,17,0,3,0,1,4
"ENSMUSG00000025497",36008,58851,39076,28582,22957,75209,246242,144308,107600,136441,2913,26562,143927,59822,40505,239051,22545,60615,26562,62788,36906,32793,29268
"ENSMUSG00000025498",17225,26720,52645,38778,26651,35716,172433,237231,52449,144692,4202,30406,32241,23619,25210,175595,19275,49081,33810,61790,32532,31777,24747
"ENSMUSG00000025499",7881,9731,8908,2299,15778,29291,75636,36536,44758,52374,2394,18384,31976,12655,18835,81973,17723,17724,7537,13514,12933,9415,13113
"ENSMUSG00000025500",662,913,595,252,451,1902,4747,1680,2520,1689,74,798,3260,869,1292,5330,657,1454,294,761,361,493,468
"ENSMUSG00000025503",24692,33678,24261,12184,30397,63591,158626,69513,96873,87513,3373,27815,97332,37846,44148,205198,36555,48602,20984,35067,27197,22497,30679
"ENSMUSG00000025504",15315,24726,18221,17189,10285,45650,141025,91423,52088,68079,1853,16865,65465,31954,23650,133618,12876,35478,10417,24255,15218,14742,11759
