"cluster","gene","grouping"
"3525","api639","EfaB_PLUS_24701.g2017","Eimeria"
"3526","api639","EfaB_PLUS_24701.g2019","Eimeria"
"3527","api640","EfaB_MINUS_15648.g1368","conserved"
"3528","api641","EfaB_MINUS_17702.g1587","conserved"
"3529","api642","EfaB_PLUS_1974.g224","conserved"
"3530","api6424","EfaB_PLUS_11124.g951","Eimeria"
"3531","api6426","EfaB_PLUS_8664.g833","Eimeria"
"3532","api643","EfaB_MINUS_13441.g1208","conserved"
"3533","api6437","EfaB_PLUS_20371.g1642","Eimeria"
"3534","api644","EfaB_MINUS_7752.g816","conserved"
"3535","api645","EfaB_PLUS_7742.g793","conserved"
"3536","api6452","EfaB_MINUS_228.g6","Eimeria"
"3537","api6453","EfaB_MINUS_228.g24","Eimeria"
"3538","api6454","EfaB_MINUS_800.g78","Coccidia"
"3539","api6456","EfaB_MINUS_1068.g154","Eimeria"
"3540","api6457","EfaB_MINUS_5670.g471","Eimeria"
"3541","api6459","EfaB_MINUS_7742.g785","Eimeria"
"3542","api6460","EfaB_PLUS_24768.g2026","Efalciformis"
"3543","api6460","EfaB_MINUS_7917.g825","Efalciformis"
"3544","api6461","EfaB_MINUS_9382.g890","Eimeria"
"3545","api6461","EfaB_PLUS_22450.g1847","Eimeria"
"3546","api6462","EfaB_MINUS_10843.g936","Coccidia"
"3547","api6463","EfaB_MINUS_10843.g939","Eimeria"
"3548","api6465","EfaB_MINUS_12440.g1099","Eimeria"
"3549","api6466","EfaB_MINUS_13385.g1193","Eimeria"
"3550","api6467","EfaB_MINUS_15648.g1371","Eimeria"
"3551","api6468","EfaB_PLUS_32601.g2378","Efalciformis"
"3552","api6468","EfaB_PLUS_15724.g1356","Efalciformis"
"3553","api6468","EfaB_MINUS_15724.g1412","Efalciformis"
"3554","api6469","EfaB_MINUS_16916.g1506","Eimeria"
"3555","api647","EfaB_PLUS_24117.g1971","conserved"
"3556","api6470","EfaB_MINUS_17907.g1613","Coccidia"
"3557","api6471","EfaB_MINUS_19717.g1723","Eimeria"
"3558","api6472","EfaB_MINUS_20371.g1788","Eimeria"
"3559","api6473","EfaB_PLUS_20412.g1743","Eimeria"
"3560","api6473","EfaB_MINUS_20412.g1841","Eimeria"
"3561","api6474","EfaB_MINUS_22284.g1907","conserved"
"3562","api6475","EfaB_MINUS_22450.g1927","Eimeria"
"3563","api6476","EfaB_MINUS_25458.g2208","Apicomplexa"
"3564","api6477","EfaB_MINUS_32574.g2471","Eimeria"
"3565","api6478","EfaB_MINUS_40565.g2663","Eimeria"
"3566","api6479","EfaB_MINUS_40637.g2672","Eimeria"
"3567","api648","EfaB_MINUS_56725.g2981","conserved"
"3568","api6480","EfaB_MINUS_43533.g2778","Eimeria"
"3569","api6481","EfaB_MINUS_54020.g2899","Eimeria"
"3570","api6482","EfaB_MINUS_56725.g2930","Eimeria"
"3571","api6483","EfaB_PLUS_14667.g1205","Eimeria"
"3572","api6484","EfaB_PLUS_15576.g1284","Eimeria"
"3573","api6485","EfaB_PLUS_15576.g1290","Eimeria"
"3574","api6486","EfaB_PLUS_15745.g1366","Eimeria"
"3575","api6487","EfaB_PLUS_16742.g1418","Eimeria"
"3576","api6490","EfaB_PLUS_17096.g1476","Eimeria"
"3577","api6491","EfaB_PLUS_19717.g1618","Eimeria"
"3578","api6494","EfaB_PLUS_22240.g1809","Eimeria"
"3579","api6496","EfaB_PLUS_22732.g1888","Eimeria"
"3580","api6497","EfaB_PLUS_24117.g1997","Eimeria"
"3581","api6497","EfaB_PLUS_24117.g1996","Eimeria"
"3582","api6499","EfaB_PLUS_25177.g2063","Eimeria"
"3583","api650","EfaB_PLUS_6897.g639","conserved"
"3584","api6500","EfaB_PLUS_28918.g2255","Eimeria"
"3585","api6501","EfaB_PLUS_31498.g2292","Eimeria"
"3586","api6502","EfaB_PLUS_40565.g2563","Eimeria"
"3587","api652","EfaB_MINUS_24701.g2107","conserved"
"3588","api653","EfaB_PLUS_5792.g551","conserved"
"3589","api654","EfaB_MINUS_7099.g711","conserved"
"3590","api655","EfaB_PLUS_8675.g856","conserved"
"3591","api656","EfaB_MINUS_11414.g1000","conserved"
"3592","api657","EfaB_PLUS_49504.g2685","conserved"
"3593","api658","EfaB_MINUS_8817.g872","conserved"
"3594","api659","EfaB_MINUS_1425.g193","conserved"
"3595","api660","EfaB_MINUS_49504.g2820","conserved"
"3596","api661","EfaB_PLUS_10331.g901","conserved"
"3597","api662","EfaB_PLUS_720.g64","conserved"
"3598","api664","EfaB_PLUS_15648.g1342","conserved"
"3599","api665","EfaB_PLUS_15648.g1339","conserved"
"3600","api666","EfaB_MINUS_28203.g2329","conserved"
"3601","api667","EfaB_PLUS_7742.g750","conserved"
"3602","api668","EfaB_PLUS_18749.g1585","ApicomplexaC"
"3603","api668","EfaB_MINUS_20412.g1806","ApicomplexaC"
"3604","api669","EfaB_MINUS_43533.g2771","conserved"
"3605","api670","EfaB_PLUS_10358.g905","conserved"
"3606","api671","EfaB_MINUS_7742.g728","ApicomplexaC"
"3607","api676","EfaB_MINUS_2074.g232","conserved"
"3608","api677","EfaB_MINUS_15697.g1406","conserved"
"3609","api678","EfaB_PLUS_7742.g736","conserved"
"3610","api679","EfaB_MINUS_228.g18","conserved"
"3611","api680","EfaB_PLUS_1068.g132","conserved"
"3612","api681","EfaB_MINUS_6035.g561","conserved"
"3613","api682","EfaB_PLUS_14978.g1240","conserved"
"3614","api683","EfaB_MINUS_1101.g169","conserved"
"3615","api684","EfaB_PLUS_7742.g791","conserved"
"3616","api685","EfaB_PLUS_23210.g1941","conserved"
"3617","api686","EfaB_PLUS_39892.g2553","conserved"
"3618","api687","EfaB_PLUS_5519.g483","conserved"
"3619","api693","EfaB_PLUS_49504.g2702","conserved"
"3620","api695","EfaB_MINUS_15648.g1366","conserved"
"3621","api696","EfaB_MINUS_7780.g819","conserved"
"3622","api700","EfaB_PLUS_17907.g1557","conserved"
"3623","api701","EfaB_PLUS_6743.g615","conserved"
"3624","api702","EfaB_PLUS_11124.g954","conserved"
"3625","api703","EfaB_PLUS_20412.g1726","conserved"
"3626","api7042","EfaB_PLUS_3705.g379","Efalciformis"
"3627","api7042","EfaB_PLUS_7515.g716","Efalciformis"
"3628","api7042","EfaB_MINUS_1527.g199","Efalciformis"
"3629","api7043","EfaB_PLUS_5387.g473","Efalciformis"
"3630","api7043","EfaB_MINUS_2288.g243","Efalciformis"
"3631","api7048","EfaB_PLUS_5670.g488","Efalciformis"
"3632","api7048","EfaB_PLUS_9324.g878","Efalciformis"
"3633","api705","EfaB_MINUS_18869.g1673","conserved"
"3634","api7062","EfaB_MINUS_22284.g1900","Eimeria"
"3635","api7066","EfaB_MINUS_17907.g1619","Apicomplexa"
"3636","api707","EfaB_PLUS_1425.g168","conserved"
"3637","api7070","EfaB_PLUS_1101.g152","Apicomplexa"
"3638","api7073","EfaB_MINUS_32574.g2460","Eimeria"
"3639","api7074","EfaB_PLUS_15899.g1401","Eimeria"
"3640","api708","EfaB_PLUS_14978.g1245","conserved"
"3641","api7083","EfaB_PLUS_19047.g1605","Coccidia"
"3642","api7084","EfaB_MINUS_23143.g1987","Coccidia"
"3643","api709","EfaB_MINUS_497.g45","conserved"
"3644","api7090","EfaB_MINUS_27555.g2297","Eimeria"
"3645","api71","EfaB_PLUS_31151.g2281","conserved"
"3646","api710","EfaB_MINUS_33184.g2490","conserved"
"3647","api711","EfaB_PLUS_2387.g307","conserved"
"3648","api7116","EfaB_MINUS_13398.g1206","Apicomplexa"
"3649","api7119","EfaB_MINUS_7048.g667","Coccidia"
"3650","api712","EfaB_MINUS_28918.g2339","conserved"
"3651","api7126","EfaB_PLUS_7742.g788","Coccidia"
"3652","api7129","EfaB_PLUS_1048.g118","Apicomplexa"
"3653","api713","EfaB_PLUS_17764.g1527","conserved"
"3654","api714","EfaB_PLUS_21840.g1786","conserved"
"3655","api7140","EfaB_MINUS_4849.g439","Coccidia"
"3656","api7142","EfaB_PLUS_1068.g127","Coccidia"
"3657","api7143","EfaB_PLUS_25052.g2042","Coccidia"
"3658","api7145","EfaB_MINUS_7742.g773","Coccidia"
"3659","api7147","EfaB_MINUS_1307.g182","Eimeria"
"3660","api7148","EfaB_MINUS_31498.g2381","Eimeria"
"3661","api7149","EfaB_PLUS_7742.g753","Eimeria"
"3662","api7150","EfaB_MINUS_7742.g752","Eimeria"
"3663","api7151","EfaB_PLUS_13227.g1138","Eimeria"
"3664","api7152","EfaB_MINUS_34010.g2560","Eimeria"
"3665","api7153","EfaB_PLUS_34010.g2467","Eimeria"
"3666","api7154","EfaB_PLUS_1001.g101","Eimeria"
"3667","api7155","EfaB_PLUS_13227.g1146","Eimeria"
"3668","api7156","EfaB_MINUS_18869.g1681","Eimeria"
"3669","api7157","EfaB_PLUS_2336.g261","Eimeria"
"3670","api7158","EfaB_PLUS_22450.g1854","Eimeria"
"3671","api7159","EfaB_MINUS_902.g104","Eimeria"
"3672","api7160","EfaB_MINUS_17400.g1581","Eimeria"
"3673","api7161","EfaB_MINUS_40565.g2657","Eimeria"
"3674","api7162","EfaB_PLUS_7048.g647","Eimeria"
"3675","api7163","EfaB_MINUS_14978.g1274","Eimeria"
"3676","api7164","EfaB_MINUS_6743.g599","Eimeria"
"3677","api7165","EfaB_MINUS_2526.g307","Eimeria"
"3678","api7166","EfaB_MINUS_11233.g988","Eimeria"
"3679","api7167","EfaB_PLUS_17907.g1536","Eimeria"
"3680","api7168","EfaB_PLUS_26831.g2179","Eimeria"
"3681","api7169","EfaB_MINUS_17195.g1561","Eimeria"
"3682","api717","EfaB_MINUS_22732.g1964","conserved"
"3683","api7170","EfaB_PLUS_3310.g339","Eimeria"
"3684","api7171","EfaB_PLUS_58361.g2875","Eimeria"
"3685","api7172","EfaB_PLUS_12616.g1084","Eimeria"
"3686","api7173","EfaB_MINUS_15648.g1384","Eimeria"
"3687","api7174","EfaB_PLUS_26415.g2141","Eimeria"
"3688","api7175","EfaB_MINUS_26136.g2227","Eimeria"
"3689","api7176","EfaB_PLUS_26136.g2134","Eimeria"
"3690","api7177","EfaB_PLUS_26136.g2135","Eimeria"
"3691","api7178","EfaB_MINUS_20371.g1733","Eimeria"
"3692","api718","EfaB_MINUS_1068.g156","conserved"
"3693","api7180","EfaB_MINUS_31746.g2426","Eimeria"
"3694","api7181","EfaB_MINUS_20877.g1853","Eimeria"
"3695","api7182","EfaB_PLUS_19717.g1630","Eimeria"
"3696","api7183","EfaB_MINUS_19717.g1719","Eimeria"
"3697","api7184","EfaB_MINUS_20412.g1837","Eimeria"
"3698","api7185","EfaB_PLUS_26415.g2150","Eimeria"
"3699","api7186","EfaB_PLUS_7048.g670","Eimeria"
"3700","api7187","EfaB_PLUS_49504.g2706","Eimeria"
"3701","api7188","EfaB_PLUS_32574.g2369","Eimeria"
"3702","api7189","EfaB_PLUS_43533.g2667","Eimeria"
"3703","api719","EfaB_PLUS_7742.g744","conserved"
"3704","api7191","EfaB_PLUS_8817.g866","Eimeria"
"3705","api7192","EfaB_PLUS_11030.g931","Eimeria"
"3706","api7193","EfaB_PLUS_26415.g2143","Eimeria"
"3707","api7194","EfaB_PLUS_9917.g886","Eimeria"
"3708","api7195","EfaB_MINUS_25398.g2168","Eimeria"
"3709","api7196","EfaB_PLUS_17907.g1556","Eimeria"
"3710","api7197","EfaB_PLUS_11124.g948","Eimeria"
"3711","api7198","EfaB_MINUS_25458.g2204","Eimeria"
"3712","api7199","EfaB_PLUS_58361.g2871","Eimeria"
"3713","api72","EfaB_MINUS_14978.g1255","conserved"
"3714","api72","EfaB_PLUS_12065.g1046","conserved"
"3715","api72","EfaB_MINUS_14978.g1254","conserved"
"3716","api720","EfaB_PLUS_24117.g1989","conserved"
"3717","api7200","EfaB_MINUS_7715.g724","Eimeria"
"3718","api7201","EfaB_PLUS_14667.g1208","Eimeria"
"3719","api7202","EfaB_MINUS_20371.g1726","Eimeria"
"3720","api7203","EfaB_PLUS_7739.g729","Eimeria"
"3721","api7204","EfaB_PLUS_228.g21","Eimeria"
"3722","api7205","EfaB_MINUS_1307.g178","Eimeria"
"3723","api7206","EfaB_PLUS_31746.g2342","Eimeria"
"3724","api7207","EfaB_MINUS_39892.g2642","Eimeria"
"3725","api7208","EfaB_PLUS_14978.g1247","Coccidia"
"3726","api721","EfaB_MINUS_9917.g910","conserved"
"3727","api7210","EfaB_PLUS_3469.g358","Eimeria"
"3728","api7211","EfaB_PLUS_6035.g578","Eimeria"
"3729","api7212","EfaB_MINUS_58361.g3001","Eimeria"
"3730","api7213","EfaB_PLUS_38343.g2531","Coccidia"
"3731","api7214","EfaB_PLUS_7742.g731","Eimeria"
"3732","api7215","EfaB_PLUS_6743.g628","Eimeria"
"3733","api7216","EfaB_PLUS_40565.g2564","Eimeria"
"3734","api7218","EfaB_PLUS_24117.g1974","Eimeria"
"3735","api7219","EfaB_MINUS_17096.g1522","Eimeria"
"3736","api722","EfaB_PLUS_7742.g749","conserved"
"3737","api7220","EfaB_MINUS_8817.g869","Eimeria"
"3738","api7221","EfaB_MINUS_20371.g1777","Eimeria"
"3739","api7223","EfaB_MINUS_228.g23","Eimeria"
"3740","api7224","EfaB_PLUS_6743.g599","Eimeria"
"3741","api7225","EfaB_MINUS_25398.g2170","Eimeria"
"3742","api7226","EfaB_MINUS_720.g67","Eimeria"
"3743","api7228","EfaB_PLUS_800.g85","Eimeria"
"3744","api7229","EfaB_MINUS_17907.g1605","Eimeria"
"3745","api723","EfaB_MINUS_7099.g708","conserved"
"3746","api7230","EfaB_MINUS_5767.g489","Eimeria"
"3747","api7231","EfaB_MINUS_22284.g1905","Eimeria"
"3748","api7232","EfaB_PLUS_800.g88","Eimeria"
"3749","api7233","EfaB_PLUS_20412.g1712","Eimeria"
"3750","api7234","EfaB_PLUS_2387.g284","Eimeria"
"3751","api7235","EfaB_PLUS_13227.g1155","Eimeria"
"3752","api7236","EfaB_PLUS_5670.g492","Eimeria"
"3753","api7237","EfaB_PLUS_3469.g357","Eimeria"
"3754","api7238","EfaB_MINUS_7048.g638","Eimeria"
"3755","api7239","EfaB_MINUS_7048.g639","Eimeria"
"3756","api7240","EfaB_MINUS_7742.g731","Eimeria"
"3757","api7242","EfaB_PLUS_15697.g1354","Eimeria"
"3758","api7243","EfaB_PLUS_5792.g540","Eimeria"
"3759","api7244","EfaB_PLUS_43143.g2621","Eimeria"
"3760","api7245","EfaB_PLUS_22960.g1902","Eimeria"
"3761","api7246","EfaB_MINUS_25458.g2213","Eimeria"
"3762","api7247","EfaB_PLUS_17907.g1560","Eimeria"
"3763","api7248","EfaB_MINUS_15648.g1387","Eimeria"
"3764","api7249","EfaB_MINUS_20371.g1764","Eimeria"
"3765","api725","EfaB_PLUS_6743.g626","conserved"
"3766","api7250","EfaB_PLUS_31498.g2311","Eimeria"
"3767","api7252","EfaB_PLUS_16835.g1435","Eimeria"
"3768","api7253","EfaB_PLUS_11789.g1015","Eimeria"
"3769","api7254","EfaB_MINUS_9612.g893","Eimeria"
"3770","api7255","EfaB_MINUS_37942.g2612","Eimeria"
"3771","api7256","EfaB_PLUS_25019.g2030","Eimeria"
"3772","api7257","EfaB_PLUS_31746.g2336","Eimeria"
"3773","api7258","EfaB_MINUS_50054.g2832","Eimeria"
"3774","api7259","EfaB_PLUS_4114.g412","Eimeria"
"3775","api726","EfaB_MINUS_58361.g2988","conserved"
"3776","api7260","EfaB_MINUS_26415.g2243","Eimeria"
"3777","api7261","EfaB_PLUS_39892.g2551","Eimeria"
"3778","api7262","EfaB_MINUS_11414.g1012","Eimeria"
"3779","api7263","EfaB_PLUS_7752.g802","Eimeria"
"3780","api7264","EfaB_MINUS_23210.g2006","Eimeria"
"3781","api7265","EfaB_MINUS_8817.g876","Eimeria"
"3782","api7266","EfaB_PLUS_3469.g362","Eimeria"
"3783","api7267","EfaB_MINUS_7742.g798","Eimeria"
"3784","api7268","EfaB_MINUS_720.g57","Eimeria"
"3785","api7269","EfaB_MINUS_23210.g2015","Eimeria"
"3786","api7270","EfaB_PLUS_7742.g741","Eimeria"
"3787","api7271","EfaB_PLUS_17096.g1457","Eimeria"
"3788","api7272","EfaB_MINUS_14881.g1240","Eimeria"
"3789","api7273","EfaB_PLUS_42416.g2589","Eimeria"
"3790","api7274","EfaB_MINUS_15899.g1469","Eimeria"
"3791","api7275","EfaB_MINUS_5792.g543","Eimeria"
"3792","api7276","EfaB_PLUS_17195.g1497","Eimeria"
"3793","api7277","EfaB_MINUS_17195.g1557","Eimeria"
"3794","api7278","EfaB_PLUS_17195.g1494","Eimeria"
"3795","api7279","EfaB_MINUS_25177.g2151","Eimeria"
"3796","api728","EfaB_PLUS_21981.g1802","conserved"
"3797","api7280","EfaB_MINUS_15648.g1360","Eimeria"
"3798","api7281","EfaB_PLUS_13227.g1137","Eimeria"
"3799","api7282","EfaB_PLUS_26415.g2155","Eimeria"
"3800","api7283","EfaB_MINUS_15765.g1443","Eimeria"
"3801","api7284","EfaB_PLUS_17096.g1482","Eimeria"
"3802","api7286","EfaB_PLUS_8664.g840","Eimeria"
"3803","api7287","EfaB_MINUS_30201.g2352","Eimeria"
"3804","api7289","EfaB_PLUS_21549.g1774","Eimeria"
"3805","api729","EfaB_MINUS_32574.g2455","conserved"
"3806","api7290","EfaB_PLUS_37748.g2506","Eimeria"
"3807","api7291","EfaB_PLUS_1048.g120","Eimeria"
"3808","api7292","EfaB_MINUS_15349.g1312","Eimeria"
"3809","api7293","EfaB_MINUS_21981.g1889","Eimeria"
"3810","api7294","EfaB_PLUS_13441.g1178","Eimeria"
"3811","api7295","EfaB_MINUS_25052.g2128","Eimeria"
"3812","api7296","EfaB_PLUS_14881.g1215","Eimeria"
"3813","api7297","EfaB_PLUS_33854.g2420","Eimeria"
"3814","api7298","EfaB_MINUS_1903.g207","Eimeria"
"3815","api7299","EfaB_PLUS_38801.g2535","Eimeria"
"3816","api7300","EfaB_PLUS_17096.g1469","Eimeria"
"3817","api7301","EfaB_PLUS_33184.g2410","Eimeria"
"3818","api7302","EfaB_MINUS_8664.g855","Eimeria"
"3819","api7303","EfaB_PLUS_7742.g780","Eimeria"
"3820","api7304","EfaB_PLUS_14978.g1230","Eimeria"
"3821","api7305","EfaB_MINUS_2074.g237","Eimeria"
"3822","api7307","EfaB_PLUS_13441.g1187","Eimeria"
"3823","api7308","EfaB_MINUS_37748.g2602","Eimeria"
"3824","api7309","EfaB_MINUS_2336.g258","Eimeria"
"3825","api731","EfaB_PLUS_13227.g1157","conserved"
"3826","api7310","EfaB_MINUS_6929.g626","Eimeria"
"3827","api7311","EfaB_MINUS_16835.g1498","Eimeria"
"3828","api7312","EfaB_PLUS_12534.g1073","Eimeria"
"3829","api7313","EfaB_MINUS_12065.g1065","Eimeria"
"3830","api7314","EfaB_MINUS_11414.g1007","Eimeria"
"3831","api7315","EfaB_MINUS_3469.g342","Eimeria"
"3832","api7316","EfaB_MINUS_13227.g1161","Eimeria"
"3833","api7317","EfaB_MINUS_13227.g1184","Eimeria"
"3834","api7318","EfaB_MINUS_6035.g559","Eimeria"
"3835","api7319","EfaB_MINUS_7742.g737","Eimeria"
"3836","api732","EfaB_PLUS_11882.g1023","conserved"
"3837","api7320","EfaB_PLUS_7742.g738","Eimeria"
"3838","api7321","EfaB_MINUS_17907.g1598","Eimeria"
"3839","api7323","EfaB_MINUS_13222.g1146","Eimeria"
"3840","api7324","EfaB_PLUS_11414.g985","Eimeria"
"3841","api7325","EfaB_PLUS_8664.g837","Eimeria"
"3842","api7326","EfaB_MINUS_7048.g644","Eimeria"
"3843","api7327","EfaB_PLUS_13227.g1135","Eimeria"
"3844","api7328","EfaB_PLUS_13227.g1136","Eimeria"
"3845","api7329","EfaB_PLUS_19222.g1612","Eimeria"
"3846","api733","EfaB_PLUS_21549.g1770","conserved"
"3847","api733","EfaB_PLUS_25398.g2089","conserved"
"3848","api7330","EfaB_MINUS_43533.g2730","Eimeria"
"3849","api7331","EfaB_MINUS_3469.g344","Eimeria"
"3850","api7332","EfaB_MINUS_3881.g384","Eimeria"
"3851","api7333","EfaB_MINUS_20371.g1761","Eimeria"
"3852","api7334","EfaB_PLUS_7742.g801","Eimeria"
"3853","api7335","EfaB_MINUS_56725.g2916","Eimeria"
"3854","api7336","EfaB_PLUS_22284.g1811","Eimeria"
"3855","api7337","EfaB_PLUS_26415.g2159","Eimeria"
"3856","api7338","EfaB_MINUS_31151.g2375","Eimeria"
"3857","api7339","EfaB_MINUS_8664.g839","Eimeria"
"3858","api7340","EfaB_PLUS_49504.g2684","Eimeria"
"3859","api7341","EfaB_PLUS_20412.g1711","Eimeria"
"3860","api7342","EfaB_PLUS_3469.g347","Eimeria"
"3861","api7343","EfaB_PLUS_2336.g267","Eimeria"
"3862","api7344","EfaB_PLUS_38801.g2537","Eimeria"
"3863","api7345","EfaB_MINUS_27413.g2290","Eimeria"
"3864","api7346","EfaB_MINUS_19717.g1702","Eimeria"
"3865","api7348","EfaB_PLUS_1974.g227","Eimeria"
"3866","api7349","EfaB_MINUS_7742.g812","Eimeria"
"3867","api735","EfaB_PLUS_14978.g1242","conserved"
"3868","api7350","EfaB_MINUS_6097.g571","Eimeria"
"3869","api7351","EfaB_MINUS_15349.g1291","Eimeria"
"3870","api7352","EfaB_MINUS_5792.g530","Eimeria"
"3871","api7353","EfaB_MINUS_7742.g797","Eimeria"
"3872","api7354","EfaB_MINUS_5767.g495","Eimeria"
"3873","api7355","EfaB_MINUS_31746.g2438","Eimeria"
"3874","api7356","EfaB_MINUS_7048.g642","Eimeria"
"3875","api7357","EfaB_MINUS_43533.g2779","Eimeria"
"3876","api7358","EfaB_MINUS_34010.g2522","Eimeria"
"3877","api7359","EfaB_PLUS_4114.g405","Eimeria"
"3878","api736","EfaB_MINUS_28261.g2334","conserved"
"3879","api7360","EfaB_MINUS_11414.g997","Eimeria"
"3880","api7361","EfaB_MINUS_1903.g204","Eimeria"
"3881","api7362","EfaB_MINUS_14978.g1244","Eimeria"
"3882","api7363","EfaB_MINUS_15349.g1301","Eimeria"
"3883","api7364","EfaB_MINUS_5519.g465","Eimeria"
"3884","api7365","EfaB_PLUS_15724.g1360","Eimeria"
"3885","api7366","EfaB_PLUS_3469.g376","Eimeria"
"3886","api7367","EfaB_PLUS_20412.g1727","Eimeria"
"3887","api7368","EfaB_PLUS_20371.g1694","Eimeria"
"3888","api7369","EfaB_MINUS_19047.g1683","Eimeria"
"3889","api737","EfaB_PLUS_7742.g798","conserved"
"3890","api7370","EfaB_MINUS_37942.g2610","Eimeria"
"3891","api7371","EfaB_PLUS_20371.g1688","Eimeria"
"3892","api7372","EfaB_PLUS_2494.g309","Eimeria"
"3893","api7373","EfaB_PLUS_22732.g1893","Eimeria"
"3894","api7374","EfaB_MINUS_16835.g1493","Eimeria"
"3895","api7375","EfaB_MINUS_33184.g2507","Eimeria"
"3896","api7376","EfaB_PLUS_27383.g2196","Eimeria"
"3897","api7377","EfaB_PLUS_6035.g582","Eimeria"
"3898","api7378","EfaB_MINUS_21981.g1890","Eimeria"
"3899","api7379","EfaB_MINUS_276.g38","Eimeria"
"3900","api738","EfaB_MINUS_23143.g1997","conserved"
"3901","api7380","EfaB_MINUS_25177.g2143","Eimeria"
"3902","api7381","EfaB_PLUS_20437.g1748","Eimeria"
"3903","api7382","EfaB_MINUS_720.g54","Eimeria"
"3904","api7383","EfaB_MINUS_58361.g2994","Eimeria"
"3905","api7384","EfaB_MINUS_34010.g2533","Eimeria"
"3906","api7385","EfaB_PLUS_8664.g836","Eimeria"
"3907","api7386","EfaB_MINUS_21549.g1862","Eimeria"
"3908","api7387","EfaB_PLUS_21549.g1773","Eimeria"
"3909","api7388","EfaB_PLUS_25458.g2094","Eimeria"
"3910","api739","EfaB_PLUS_27383.g2190","conserved"
"3911","api7390","EfaB_MINUS_33184.g2479","Eimeria"
"3912","api7391","EfaB_MINUS_4789.g432","Eimeria"
"3913","api7392","EfaB_MINUS_34010.g2528","Eimeria"
"3914","api7393","EfaB_PLUS_20371.g1675","Eimeria"
"3915","api7394","EfaB_PLUS_27383.g2195","Eimeria"
"3916","api7395","EfaB_PLUS_8832.g874","Eimeria"
"3917","api7396","EfaB_MINUS_31151.g2367","Eimeria"
"3918","api7397","EfaB_PLUS_8664.g831","Eimeria"
"3919","api7398","EfaB_MINUS_38343.g2619","Eimeria"
"3920","api7399","EfaB_PLUS_58361.g2879","Eimeria"
"3921","api740","EfaB_MINUS_39892.g2654","conserved"
"3922","api7400","EfaB_PLUS_49504.g2714","Eimeria"
"3923","api7402","EfaB_MINUS_15758.g1434","Eimeria"
"3924","api7403","EfaB_MINUS_13398.g1197","Eimeria"
"3925","api7404","EfaB_PLUS_20412.g1742","Eimeria"
"3926","api7405","EfaB_PLUS_25052.g2035","Eimeria"
"3927","api7406","EfaB_MINUS_1068.g151","Eimeria"
"3928","api7407","EfaB_PLUS_52892.g2746","Eimeria"
"3929","api7408","EfaB_MINUS_8675.g866","Eimeria"
"3930","api7409","EfaB_MINUS_22960.g1976","Eimeria"
"3931","api741","EfaB_MINUS_33854.g2518","conserved"
"3932","api7410","EfaB_PLUS_7048.g662","Eimeria"
"3933","api7411","EfaB_PLUS_24117.g1984","Eimeria"
"3934","api7412","EfaB_MINUS_24117.g2073","Eimeria"
"3935","api7413","EfaB_MINUS_24117.g2074","Eimeria"
"3936","api7414","EfaB_PLUS_15576.g1302","Eimeria"
"3937","api7415","EfaB_PLUS_800.g72","Eimeria"
"3938","api7416","EfaB_PLUS_50054.g2718","Eimeria"
"3939","api7417","EfaB_MINUS_7742.g740","Eimeria"
"3940","api7418","EfaB_PLUS_56725.g2844","Eimeria"
"3941","api7419","EfaB_MINUS_17096.g1515","Eimeria"
"3942","api742","EfaB_MINUS_17195.g1545","conserved"
"3943","api7420","EfaB_PLUS_4849.g456","Eimeria"
"3944","api7421","EfaB_MINUS_10843.g942","Eimeria"
"3945","api7423","EfaB_MINUS_47595.g2791","Eimeria"
"3946","api7424","EfaB_PLUS_20412.g1744","Eimeria"
"3947","api7425","EfaB_MINUS_8664.g856","Eimeria"
"3948","api7426","EfaB_PLUS_22960.g1908","Eimeria"
"3949","api7427","EfaB_MINUS_43533.g2784","Eimeria"
"3950","api7428","EfaB_MINUS_12281.g1072","Eimeria"
"3951","api7429","EfaB_PLUS_24117.g2006","Eimeria"
"3952","api743","EfaB_MINUS_11414.g998","conserved"
"3953","api7430","EfaB_PLUS_7048.g652","Eimeria"
"3954","api7431","EfaB_MINUS_37748.g2603","Eimeria"
"3955","api7432","EfaB_PLUS_228.g15","Eimeria"
"3956","api7434","EfaB_MINUS_6035.g562","Eimeria"
"3957","api7435","EfaB_PLUS_800.g97","Eimeria"
"3958","api7436","EfaB_PLUS_5670.g496","Eimeria"
"3959","api7437","EfaB_PLUS_49504.g2701","Eimeria"
"3960","api7438","EfaB_MINUS_22960.g1978","Eimeria"
"3961","api7439","EfaB_MINUS_15765.g1449","Eimeria"
"3962","api744","EfaB_PLUS_11882.g1028","conserved"
"3963","api7441","EfaB_PLUS_49504.g2682","Eimeria"
"3964","api7442","EfaB_PLUS_19222.g1613","Eimeria"
"3965","api7443","EfaB_PLUS_5788.g525","Eimeria"
"3966","api7444","EfaB_PLUS_23210.g1945","Eimeria"
"3967","api7445","EfaB_PLUS_8664.g853","Eimeria"
"3968","api7446","EfaB_PLUS_12324.g1061","Eimeria"
"3969","api7447","EfaB_PLUS_17702.g1523","Eimeria"
"3970","api7448","EfaB_PLUS_1048.g119","Eimeria"
"3971","api7449","EfaB_PLUS_26792.g2161","Eimeria"
"3972","api745","EfaB_PLUS_4849.g452","conserved"
"3973","api7450","EfaB_PLUS_30201.g2259","Eimeria"
"3974","api7451","EfaB_MINUS_30201.g2350","Eimeria"
